time/total_timesteps,time/iterations,train/loss,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/clip_range,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/clip_fraction,train/approx_kl,train/entropy_loss,train/explained_variance
630784,308,9.418086051940918,77.33514063600451,0.021784287800983293,0.00037126400000000006,3070,0.2,2992.2,12142,354.0,51,0.183447265625,0.059570998,-0.409320545848459,0.6071073710918427
638976,312,24.554828643798828,143.44305390715598,0.018691791059973185,0.000363072,3110,0.2,3039.79,12300,356.0,51,0.320703125,0.06444214,-0.8509609339758754,0.5022339522838593
647168,316,4.591001033782959,13.30722044110298,0.004426547964249039,0.00035487999999999996,3150,0.2,3077.12,12458,348.0,51,0.23623046875,0.04371593,-0.7651678342372179,0.6560858488082886
655360,320,5.647148132324219,13.726169123314321,-0.00913412028021412,0.000346688,3190,0.2,3091.79,12616,348.0,51,0.1474609375,0.022224827,-0.5371779275126756,0.7714934051036835
663552,324,0.013363800942897797,5.703695660841186,-0.0017206311124027707,0.00033849600000000003,3230,0.2,3168.52,12774,352.0,51,0.151513671875,0.07215938,-0.4852644069585949,0.9047093763947487
671744,328,62.755733489990234,257.3999240040779,0.033974216031492685,0.00033030400000000007,3270,0.2,2935.16,12931,362.0,51,0.29619140625,0.15101132,-0.5120183687657118,0.18795210123062134
679936,332,236.79478454589844,1068.9210706353188,0.06872415312027443,0.00032211199999999994,3310,0.2,2945.82,13089,384.0,51,0.2185546875,0.666425,-0.22361863227561116,0.025100767612457275
688128,336,0.4712757468223572,0.8565249745151959,-0.0004626366386219161,0.00031392,3350,0.2,2945.82,13247,384.0,51,0.000439453125,0.0005220876,-0.004890679037634982,0.4873726963996887
696320,340,100.51922607421875,207.6930274799466,0.05477335127216065,0.000305728,3390,0.2,3004.17,13405,386.0,51,0.399853515625,0.30208474,-0.4537634293548763,0.37721365690231323
704512,344,54.20475387573242,107.4905379537493,0.006529148139088647,0.00029753600000000005,3430,0.2,2929.62,13563,366.0,51,0.090380859375,0.022965021,-0.39366802088916303,0.02373427152633667
712704,348,0.011467229574918747,0.05321910054190084,-1.227408938575536e-06,0.000289344,3470,0.2,2919.17,13721,346.0,51,0.0,0.0,-9.196469978860478e-05,0.94699352607131
720896,352,0.017599955201148987,0.04511038039636332,-5.619964213110506e-07,0.00028115199999999995,3510,0.2,2932.92,13879,348.0,51,0.0,0.0,-3.5775596643361496e-05,0.8340212404727936
729088,356,-0.003991648554801941,0.06542070411815075,-0.023219427482399625,0.00027296,3550,0.2,2963.92,14037,346.0,51,0.056787109375,0.012316587,-0.14340119378240387,0.9509909301996231
737280,360,17.994735717773438,109.62509837299585,0.014707003672083375,0.000264768,3590,0.2,3027.53,14194,314.0,51,0.196142578125,0.048321858,-0.5574893673881889,0.48415231704711914
745472,364,0.9957401752471924,2.4003695733845234,-0.021558733306301293,0.000256576,3630,0.2,3057.79,14351,312.0,51,0.2890625,0.05827649,-1.0162211881950498,0.050500690937042236
753664,368,0.0681980699300766,0.4381513396045193,-0.025564280156686436,0.00024838400000000004,3670,0.2,3159.84,14509,310.0,51,0.102978515625,0.020685224,-0.5110647390596569,0.5350887179374695
