train/approx_kl,train/clip_range,time/fps,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/clip_fraction,time/iterations,time/time_elapsed,train/n_updates,train/entropy_loss,train/value_loss,time/total_timesteps,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
0.23614964,0.2,52,0.06344621500320499,0.3221728205680847,0.0009597226666666667,0.537646484375,60,2345,590,-1.146915653720498,270.53569034039975,122880,166.7813262939453,6066.6,490.0
0.06268568,0.2,52,0.0065989446113235315,0.7255023419857025,0.0009569919999999999,0.335400390625,64,2503,630,-1.1292327644303441,184.03159536123275,131072,96.91932678222656,5838.545454545455,472.72727272727275
0.045088768,0.2,52,0.0017675395130936522,0.6758906841278076,0.0009542613333333334,0.172607421875,68,2660,670,-0.4803609776310623,8.687969150394201,139264,4.018488883972168,5547.541666666667,441.6666666666667
0.06938803,0.2,52,-0.03801632011891343,0.8823084384202957,0.0009515306666666667,0.34384765625,72,2818,710,-1.0872519316151739,0.27979939377401025,147456,0.0380755290389061,5547.541666666667,441.6666666666667
0.08323836,0.2,52,0.02781212658592267,0.5600278377532959,0.0009488,0.2208984375,76,2976,750,-0.7875906561501325,100.93974133655429,155648,41.842288970947266,5960.961538461538,461.53846153846155
0.04654812,0.2,52,0.011603688891045748,0.5440946519374847,0.0009460693333333334,0.308935546875,80,3133,790,-0.6669621369801462,223.90552685260772,163840,64.72989654541016,5557.068965517241,427.58620689655174
0.04554446,0.2,52,0.01905510925134877,0.872954711318016,0.0009433386666666667,0.193310546875,84,3291,830,-0.6359721634536981,56.37794669046998,172032,35.43650436401367,5642.033333333334,426.6666666666667
0.4428814,0.2,52,0.02772024889709428,0.7066251635551453,0.000940608,0.4888671875,88,3449,870,-1.5290370691567658,3.786212499253452,180224,0.6517137885093689,5787.8387096774195,425.80645161290323
0.08484948,0.2,52,0.038126654810912444,0.7156199812889099,0.0009378773333333333,0.3275390625,92,3606,910,-1.0725872108712793,10.440120624238626,188416,2.05430006980896,5749.875,456.25
0.34317946,0.2,52,-0.020695928076747805,0.9332476556301117,0.0009351466666666667,0.113671875,96,3764,950,-0.19792619501240552,1.0626392256701365,196608,0.7205029726028442,5788.212121212121,448.4848484848485
0.100930184,0.2,52,-0.023094320138625335,0.6892633140087128,0.000932416,0.26455078125,100,3921,990,-0.7087660778313876,107.88034707605838,204800,36.52549743652344,5517.486486486487,481.0810810810811
0.0009897047,0.2,52,-0.00032932974863797426,0.9229000583291054,0.0009296853333333333,0.0009765625,104,4078,1030,-0.0029114193338273253,60.51514973193407,212992,9.249337196350098,4936.720930232558,479.06976744186045
0.18260668,0.2,52,0.03939909020409686,0.8770437985658646,0.0009269546666666668,0.052880859375,108,4236,1070,-0.04706691926403437,36.12488220259547,221184,5.4249491691589355,4917.590909090909,477.27272727272725
0.0062879967,0.2,52,0.0019542882102541624,0.551596999168396,0.0009242240000000001,0.028515625,112,4393,1110,-0.17687046983046456,105.31123222112656,229376,53.51463317871094,4408.115384615385,407.6923076923077
0.033181146,0.2,52,-0.013850085469312035,0.7715475559234619,0.0009214933333333333,0.07333984375,116,4550,1150,-0.11019009619485587,48.00375420413911,237568,14.26940631866455,4395.518518518518,400.0
0.43766394,0.2,52,-0.020473260585276876,0.8108906596899033,0.0009187626666666666,0.366552734375,120,4708,1190,-0.8309677049517632,1.763799903355539,245760,0.35649099946022034,4395.518518518518,400.0
0.121745065,0.2,52,0.0018782559673127253,0.5602396726608276,0.000916032,0.239697265625,124,4865,1230,-0.34899614891037345,40.17707830183208,253952,7.004234313964844,4554.545454545455,400.0
3.3769689,0.2,52,0.16809109839668962,-0.019559502601623535,0.0009133013333333333,0.791796875,128,5023,1270,-1.0065336326137184,4672.174161553383,262144,1321.763916015625,4619.178571428572,417.85714285714283
2.6383982,0.2,52,-0.03784871337993536,0.8574789762496948,0.0009105706666666666,0.361083984375,132,5181,1310,-0.05916879829314894,2.0780261592473837,270336,0.303719162940979,4654.6551724137935,721.2068965517242
0.043133177,0.2,52,-0.030558615476184058,0.8026123493909836,0.00090784,0.068359375,136,5339,1350,-0.09440299105917802,3.396030936576426,278528,1.0125166177749634,4654.6551724137935,721.2068965517242
0.07584374,0.2,52,-0.04270938217960065,-0.4963042736053467,0.0009051093333333333,0.293701171875,140,5497,1390,-1.0078950429335236,4.397226820513606,286720,0.6233100295066833,4741.220338983051,712.3728813559322
0.038905792,0.2,52,-0.031566172677412394,0.7306663990020752,0.0009023786666666667,0.328076171875,144,5655,1430,-1.3803712546825408,0.4085489736811724,294912,0.10670141875743866,4741.220338983051,712.3728813559322
0.03925258,0.2,52,-0.016445600434963126,0.6283947229385376,0.0008996480000000001,0.351513671875,148,5812,1470,-1.0018884470686316,39.17047772705555,303104,12.496062278747559,4734.0625,662.96875
0.07095994,0.2,52,-0.037793096553650686,0.7295092046260834,0.0008969173333333334,0.375927734375,152,5970,1510,-1.4708788339048624,0.00847365907393396,311296,-0.07107850909233093,4734.0625,662.96875
0.12137996,0.2,52,-0.009560332691762596,0.34658747911453247,0.0008941866666666667,0.247412109375,156,6127,1550,-0.8631818287074566,106.34947409629822,319488,56.404720306396484,4531.5,614.7142857142857
0.13076976,0.2,52,0.03193107775150565,0.7758424878120422,0.000891456,0.203271484375,160,6285,1590,-0.44191657840274273,17.894945295713843,327680,0.6673292517662048,4565.577464788732,611.6901408450705
0.013963466,0.2,52,0.015030095929978416,0.7445980906486511,0.0008887253333333334,0.039306640625,164,6442,1630,-0.2867243062704802,95.90717536062002,335872,24.674427032470703,4548.0,600.4109589041096
0.032666698,0.2,52,0.01321776304539526,0.6186746656894684,0.0008859946666666667,0.259326171875,168,6599,1670,-0.6653315020725131,122.62860586345195,344064,14.142877578735352,4482.921052631579,581.9736842105264
0.054054838,0.2,52,0.18557355399389053,0.8426996469497681,0.000883264,0.103857421875,172,6757,1710,-0.21168642670381815,0.04352108866296476,352256,-0.036835815757513046,4482.921052631579,581.9736842105264
0.02487835,0.2,52,0.010048977815313265,0.4484301805496216,0.0008805333333333334,0.129833984375,176,6915,1750,-0.375306398794055,25.39607284385711,360448,1.649008870124817,4595.766233766234,584.8051948051948
0.06438102,0.2,52,-0.017659512945101596,0.802160307765007,0.0008778026666666667,0.134326171875,180,7072,1790,-0.2910463974345475,0.38642046275781466,368640,-0.025750277563929558,4666.51282051282,585.0
0.040184814,0.2,52,0.0004143424615904223,0.8112071603536606,0.000875072,0.135595703125,184,7230,1830,-0.42855153530836104,54.72143993768841,376832,115.95394134521484,4735.050632911392,580.126582278481
0.043248944,0.2,52,0.029467336633388186,0.7841178327798843,0.0008723413333333333,0.211572265625,188,7388,1870,-1.0679807148873806,30.05971919996664,385024,1.6922545433044434,4763.7875,575.375
0.018283281,0.2,52,-0.012380801589461043,0.7151947617530823,0.0008696106666666667,0.06318359375,192,7545,1910,-0.2966140333970543,0.5405515552527504,393216,0.017019642516970634,4830.135802469136,575.679012345679
0.036168553,0.2,52,0.03850899718527216,0.6388090252876282,0.00086688,0.21708984375,196,7703,1950,-1.2145336449146271,43.401923600560984,401408,13.9995756149292,4894.731707317073,575.9756097560976
0.014508892,0.2,52,-0.021601880942762365,0.8648834675550461,0.0008641493333333333,0.081591796875,200,7860,1990,-0.20812639922369272,1.0318920268444345,409600,2.0719873905181885,4920.44578313253,571.4457831325301
0.041605003,0.2,52,0.003241899310523877,0.6940493583679199,0.0008614186666666667,0.112646484375,204,8018,2030,-0.45717600849457085,77.44470437318087,417792,24.052648544311523,4849.325581395349,556.1627906976744
0.038242303,0.2,52,0.01711705017660279,0.8126017302274704,0.000858688,0.19501953125,208,8175,2070,-0.409339567925781,33.587554858624934,425984,7.51169490814209,4704.644444444444,533.6666666666666
0.122296974,0.2,52,0.03023994180111913,0.45887327194213867,0.0008559573333333333,0.249267578125,212,8332,2110,-0.6698900716379285,43.098552197963,434176,9.11180591583252,4653.79347826087,524.2391304347826
0.241703,0.2,52,0.028318167943507434,0.7370364665985107,0.0008532266666666668,0.32822265625,216,8490,2150,-0.44808403216302395,19.454949520528316,442368,6.690640449523926,4712.602150537635,525.0537634408602
0.03327503,0.2,52,0.008793210674775764,0.5453720688819885,0.0008504960000000001,0.12470703125,220,8648,2190,-0.37331825867295265,20.83527568068821,450560,7.817855358123779,4712.602150537635,525.0537634408602
0.038784325,0.2,52,0.01705007623822894,0.581367164850235,0.0008477653333333334,0.179150390625,224,8805,2230,-0.8850573021918535,87.30368037670851,458752,5.132590293884277,4825.821052631579,524.5263157894736
0.07448399,0.2,52,-0.030042215442517773,0.7905793637037277,0.0008450346666666666,0.05048828125,228,8963,2270,-0.054656283653912396,0.014312479290674673,466944,-0.04406590387225151,4825.821052631579,524.5263157894736
0.087460905,0.2,52,0.04356717748742085,0.12150692939758301,0.000842304,0.128662109375,232,9121,2310,-0.24263406458776443,37.45828742533922,475136,0.4154042899608612,4879.947916666667,525.3125
0.07292698,0.2,52,-0.03617008360015461,0.7438067197799683,0.0008395733333333333,0.174169921875,236,9279,2350,-0.4388606293592602,0.06670044875354506,483328,0.0001362822949886322,4904.340206185567,540.5154639175257
0.08645998,0.2,52,0.032610727021528875,0.05994236469268799,0.0008368426666666666,0.119482421875,240,9436,2390,-0.35941089163534345,41.7971306636231,491520,1.1967709064483643,4958.84693877551,537.0408163265306
0.14274478,0.2,52,0.04649354347056942,0.11873257160186768,0.000834112,0.3201171875,244,9594,2430,-0.8714057782664895,59.21633921843022,499712,2.92181134223938,5041.515151515152,539.6969696969697
0.104596585,0.2,52,-0.017468500064569525,0.17245697975158691,0.0008313813333333333,0.310693359375,248,9752,2470,-2.582392942160368,0.08272890959051438,507904,-0.029365502297878265,5041.515151515152,539.6969696969697
0.046506796,0.2,52,-0.02462061875849031,0.7468294203281403,0.0008286506666666666,0.282373046875,252,9910,2510,-2.697272752970457,0.012063851209677522,516096,-0.07764853537082672,5156.17,536.3
0.06549862,0.2,52,-0.02214811255907989,0.07132744789123535,0.00082592,0.43896484375,256,10068,2550,-1.5588448088616134,6.413942174240947,524288,1.8568663597106934,5044.85,528.3
0.09010558,0.2,52,-0.049364992199116386,0.7985009253025055,0.0008231893333333334,0.31357421875,260,10226,2590,-2.158841348066926,0.1255497897043824,532480,-0.06141749024391174,5048.57,530.4
0.6090441,0.2,52,0.06744585595733951,0.0030332207679748535,0.0008204586666666667,0.581787109375,264,10383,2630,-1.2391930103302002,424.97046847343444,540672,47.480613708496094,4544.83,506.4
0.2724369,0.2,52,0.036501171211421025,0.8064100593328476,0.000817728,0.267236328125,268,10540,2670,-0.6344167470000684,1095.6764511585236,548864,797.400390625,4578.73,518.4
0.0,0.2,52,1.2485543265938759e-08,-0.7122229337692261,0.0008149973333333334,0.0,272,10698,2710,-3.645935133592126e-08,22.336962128058076,557056,2.7691543102264404,4682.13,528.4
0.0023726027,0.2,52,0.0001442291759303771,0.9317347183823586,0.0008122666666666667,0.00048828125,276,10856,2750,-0.0025707329651140755,7.493317358009517,565248,2.415926933288574,4682.13,528.4
0.06329909,0.2,52,-0.04985074498981703,0.8704835176467896,0.000809536,0.425146484375,280,11014,2790,-0.3779053489502985,3.281752058956772,573440,1.1091817617416382,4682.13,528.4
0.025671571,0.2,52,-0.030668481253815116,0.7149600982666016,0.0008068053333333334,0.222021484375,284,11172,2830,-2.0590595792979003,0.1946242393256398,581632,-0.030179942026734352,4682.13,528.4
1.1760858e-07,0.2,52,-2.2067818645155057e-05,-7.4560651779174805,0.0008040746666666667,0.0,288,11330,2870,-0.002617704735166626,3.3104772625956684,589824,0.1343519538640976,4826.13,530.4
0.025825365,0.2,52,-0.01882454339574906,-0.8857008218765259,0.0008013440000000001,0.103564453125,292,11487,2910,-0.2288670137975714,0.5948094958410366,598016,0.26217320561408997,4802.62,528.4
0.14378285,0.2,52,0.02505411943566287,-0.04451906681060791,0.0007986133333333334,0.31572265625,296,11644,2950,-0.43511002268642185,7084.751986503601,606208,380.1122131347656,4467.01,546.4
0.1762996,0.2,52,0.02833879293175414,0.15668034553527832,0.0007958826666666667,0.161669921875,300,11801,2990,-0.33064994697924704,1987.26514005661,614400,384.1740417480469,4420.9,562.4
0.1489742,0.2,52,0.031413386337226255,-0.4673570394515991,0.000793152,0.22021484375,304,11958,3030,-0.31841094554401933,3218.140803527832,622592,651.31396484375,4167.47,522.4
0.073893614,0.2,52,0.009713217106764205,0.6781550943851471,0.0007904213333333333,0.12509765625,308,12115,3070,-0.21206838611979037,5703.138030433654,630784,2896.086669921875,4070.36,664.4
0.06687951,0.2,52,0.016144688613712786,0.6816220879554749,0.0007876906666666667,0.130517578125,312,12272,3110,-0.21777331337798386,4204.960208702088,638976,1097.1558837890625,4012.69,760.4
0.0085993735,0.2,52,5.5765167780919e-05,0.7852635830640793,0.00078496,0.060791015625,316,12429,3150,-0.18275905733462422,796.1874451637268,647168,178.7523956298828,3498.66,638.1
0.055088878,0.2,52,0.01691774088249076,0.8878672569990158,0.0007822293333333333,0.164013671875,320,12585,3190,-0.35400058180093763,1600.5567045211792,655360,774.1970825195312,3376.26,796.1
0.02566525,0.2,52,0.0067297051718924195,0.7206582129001617,0.0007794986666666666,0.102783203125,324,12742,3230,-0.274804807966575,1470.1734687805176,663552,306.7666320800781,2821.07,916.1
0.2168068,0.2,52,0.001134334597736597,0.8308103084564209,0.0007767680000000001,0.30009765625,328,12898,3270,-0.3507232727017254,1015.313848400116,671744,297.8315734863281,2521.2,1026.1
0.18777822,0.2,52,0.000431339122224017,0.8221872448921204,0.0007740373333333334,0.39677734375,332,13055,3310,-0.4012393768876791,611.6696009159089,679936,63.486873626708984,1939.28,1068.1
0.022391988,0.2,52,0.005620888521298184,0.649596244096756,0.0007713066666666667,0.0416015625,336,13212,3350,-0.313431469257921,4099.709635543823,688128,1344.345947265625,1522.05,1148.0
0.009562748,0.2,52,0.00041793034761212767,0.6921160817146301,0.0007685760000000001,0.0927734375,340,13368,3390,-0.4310116961132735,61.24698303937912,696320,8.71543025970459,978.24,1136.0
0.02203652,0.2,52,0.001834923998103477,0.5395737588405609,0.0007658453333333333,0.11259765625,344,13524,3430,-0.5668772383593023,302.9807980597019,704512,250.03604125976562,950.06,1114.0
0.609846,0.2,52,0.0157899678699323,0.5910049378871918,0.0007631146666666666,0.40439453125,348,13681,3470,-0.6806966856122016,128.78727030111477,712704,3.974400758743286,904.67,1102.0
0.0480038,0.2,52,-0.0242844076565234,0.25948023796081543,0.000760384,0.26396484375,352,13839,3510,-1.0552553322166205,0.09628250635432778,720896,-0.04066314920783043,964.78,1098.0
0.03688361,0.2,52,0.020978319439745974,0.5419410765171051,0.0007576533333333333,0.314697265625,356,13997,3550,-1.0720976775512099,58.356482680886984,729088,3.729595899581909,1087.47,1102.0
0.03147842,0.2,52,0.004663375206291676,0.07883977890014648,0.0007549226666666666,0.0896484375,360,14154,3590,-0.38916892716661095,290.01608884334564,737280,84.2711181640625,1100.69,988.0
0.035122536,0.2,52,0.004481411860615481,0.5122440755367279,0.0007521919999999999,0.0693359375,364,14311,3630,-0.27465880624949934,266.7597623229027,745472,84.44152069091797,1098.52,954.0
0.006477527,0.2,52,-0.00036961078003514556,0.49580204486846924,0.0007494613333333334,0.043896484375,368,14468,3670,-0.3084197753109038,14.624963007867336,753664,5.888975143432617,1080.84,826.0
0.30485415,0.2,52,-0.016302580424962798,0.2742738723754883,0.0007467306666666667,0.31103515625,372,14624,3710,-0.497628269623965,87.16237746477127,761856,31.628305435180664,1081.98,712.0
0.17820337,0.2,52,0.05643223946681246,0.02941584587097168,0.000744,0.241162109375,376,14781,3750,-0.35342602781020105,208.92388486564158,770048,54.491939544677734,1098.27,584.0
0.022557883,0.2,52,0.019338896899716927,0.6670919954776764,0.0007412693333333334,0.07109375,380,14938,3790,-0.1337694722111337,46.54382603764534,778240,30.008991241455078,1131.81,506.0
0.12195526,0.2,52,0.0266661235702486,-0.3106726408004761,0.0007385386666666667,0.113916015625,384,15095,3830,-0.19914710219600237,33.244099237024784,786432,1.654988408088684,1168.03,440.0
0.0026445147,0.2,52,-0.0019779384223511443,0.7054671943187714,0.000735808,0.018994140625,388,15253,3870,-0.0805712848668918,12.823839632421732,794624,10.369498252868652,1209.29,408.0
0.038168516,0.2,52,0.0009151452497462742,0.3161967992782593,0.0007330773333333333,0.188330078125,392,15413,3910,-0.2354944610502571,4.135635641589761,802816,3.207096576690674,1230.46,398.0
0.019764699,0.2,52,0.02847109843569342,0.5963616073131561,0.0007303466666666667,0.219775390625,396,15571,3950,-0.26461000023409725,30.940666917688212,811008,0.06094808131456375,1354.1,386.0
0.09353927,0.2,52,-0.009298600647889543,0.6198845505714417,0.000727616,0.24248046875,400,15728,3990,-0.6717918052338063,0.06254211778286844,819200,-0.02582602947950363,1418.93,370.0
0.058844775,0.2,52,0.029111145594652044,0.39377856254577637,0.0007248853333333334,0.369580078125,404,15886,4030,-1.16005954798311,104.99499498680234,827392,16.037132263183594,1472.3,360.0
0.064194225,0.2,52,-0.059172522104927336,-0.7232943773269653,0.0007221546666666668,0.452685546875,408,16042,4070,-1.0862478977069259,0.6442809961736202,835584,0.09241076558828354,1503.6,356.0
2.1009133,0.2,52,0.20382811044109986,0.04099851846694946,0.0007194240000000001,0.582275390625,412,16200,4110,-0.6347524353303016,32906.38386507034,843776,6412.15625,1614.43,440.2
0.599995,0.2,52,0.11822389068984193,0.6501083374023438,0.0007166933333333334,0.351318359375,416,16358,4150,-0.6212249631993473,1597.3441135406495,851968,97.09642791748047,1660.84,452.3
0.0,0.2,52,-1.3860699255019426e-09,0.8276117295026779,0.0007139626666666668,0.0,420,16515,4190,-2.3733068063336303e-05,0.1996511774690589,860160,0.033530209213495255,1741.94,430.3
0.01790349,0.2,52,-0.048023121445294234,0.9190549179911613,0.000711232,0.266259765625,424,16672,4230,-0.21204262663959525,0.29644216227170544,868352,-0.058067791163921356,1782.96,406.3
0.108502895,0.2,52,0.02682278357606265,0.1927398443222046,0.0007085013333333333,0.110595703125,428,16830,4270,-0.2174211002071388,3093.2168449401856,876544,258.3248596191406,1819.58,406.3
0.0052950038,0.2,52,0.006907353377027903,-0.49148237705230713,0.0007057706666666666,0.002294921875,432,16988,4310,-0.0028431497972633223,74.67613150775432,884736,6.807308197021484,1863.34,444.3
2.0466218,0.2,52,0.12213467171532102,0.049405455589294434,0.00070304,0.261328125,436,17146,4350,-0.20335030455607922,217865.07038612367,892928,4965.03662109375,1989.18,676.3
0.0,0.2,52,3.049067163374275e-06,0.8527247905731201,0.0007003093333333334,0.0,440,17303,4390,-1.1855033612206967e-05,1.2805786738870666,901120,0.18383006751537323,2019.81,676.3
0.0,0.2,52,4.1432758735027164e-07,-0.1512521505355835,0.0006975786666666667,0.0,444,17461,4430,-0.0005543322963831087,0.8532969991123537,909312,0.03462690860033035,2019.81,676.3
0.20004074,0.2,52,0.011703399130783509,0.5388584733009338,0.0006948480000000001,0.16826171875,448,17618,4470,-0.37061435137875376,4885.826720619201,917504,841.169677734375,2197.4,818.3
0.0076076104,0.2,52,0.006177723533619428,0.9727614372968674,0.0006921173333333333,0.032080078125,452,17776,4510,-0.175765101891011,1029.9024294137955,925696,400.4609680175781,2244.81,1144.3
0.081669524,0.2,52,0.04580124031199375,0.6796822547912598,0.0006893866666666666,0.0349609375,456,17933,4550,-0.05200099824839981,4156.352518463134,933888,1665.8665771484375,2244.81,1144.3
0.049440637,0.2,52,0.008754285840768716,0.9153071194887161,0.0006866559999999999,0.033056640625,460,18091,4590,-0.09411698685144074,839.4340101540089,942080,132.13803100585938,2325.08,1196.3
0.0,0.2,52,-0.0009518239756289403,-0.2459242343902588,0.0006839253333333333,0.029150390625,464,18249,4630,-0.028384230505561048,2.37875926218112,950272,0.6843011975288391,2408.27,1264.3
0.0,0.2,52,9.989162208512425e-08,0.36324208974838257,0.0006811946666666666,0.0,468,18407,4670,-7.692824442783255e-09,0.7453128003020538,958464,0.22012357413768768,2531.31,1360.3
0.0,0.2,52,-5.5725104175508024e-08,-0.4653130769729614,0.0006784639999999999,0.0,472,18565,4710,-5.368865519272958e-06,0.40231189196274497,966656,0.23194929957389832,2534.5,1396.3
0.09890647,0.2,52,0.045810849286499436,0.5863781273365021,0.0006757333333333334,0.13125,476,18722,4750,-0.083325395261636,437.2670725345612,974848,55.40081024169922,2429.71,1548.3
0.013371487,0.2,52,0.00683878045892925,0.9030984789133072,0.0006730026666666667,0.008154296875,480,18880,4790,-0.013798909650631686,2584.0539467453955,983040,102.13285064697266,2429.71,1548.3
0.031224906,0.2,52,0.004737325682799565,0.8961388096213341,0.000670272,0.04169921875,484,19038,4830,-0.11607991040218621,2977.6334376335144,991232,274.7563171386719,2549.17,1636.6
0.012998465,0.2,52,0.002623991919972468,0.9582522995769978,0.0006675413333333334,0.071533203125,488,19195,4870,-0.174180493876338,302.75219144821165,999424,148.83584594726562,2547.79,1636.6
0.16408323,0.2,52,0.011084060048597166,0.4303051829338074,0.0006648106666666667,0.121484375,492,19352,4910,-0.19300036461791023,206.0934547305107,1007616,8.773924827575684,2656.03,1670.6
0.027080929,0.2,52,0.013863235717144562,0.35625702142715454,0.00066208,0.09609375,496,19510,4950,-0.10607369236677186,27.65276209563017,1015808,3.4499661922454834,2726.78,1688.6
0.03244026,0.2,52,0.004055010277079418,0.7094726264476776,0.0006593493333333333,0.009814453125,500,19667,4990,-0.02050315945625698,2.747686039749533,1024000,0.23445093631744385,2749.75,1672.6
0.051135056,0.2,52,-0.004817662134882994,0.8983517065644264,0.0006566186666666667,0.1328125,504,19824,5030,-0.48853904930874703,56.803029933571814,1032192,19.311494827270508,2803.75,1684.6
0.14033215,0.2,52,-0.014315320529567544,0.9227880463004112,0.000653888,0.124609375,508,19981,5070,-0.5352137079462409,12.279210693389178,1040384,2.1562321186065674,2864.1,1692.6
0.02645439,0.2,52,0.021767357212956993,0.024071574211120605,0.0006511573333333333,0.057958984375,512,20138,5110,-0.19952996477950363,102.24665631186217,1048576,1.6802341938018799,2861.53,1678.6
0.0011790002,0.2,52,0.00012695603509200738,0.8707582652568817,0.0006484266666666668,0.000439453125,516,20296,5150,-0.0074563773730915274,47.810205183178184,1056768,4.598845481872559,2985.9,1876.6
0.047251225,0.2,52,-0.02217276369847241,0.9127782136201859,0.0006456960000000001,0.182275390625,520,20453,5190,-0.47222593445330857,9.260588356107473,1064960,2.2538042068481445,3018.51,1880.6
0.492078,0.2,52,0.07064335815957748,0.20408231019973755,0.0006429653333333334,0.237255859375,524,20609,5230,-0.6532840651459992,3469.8984907358886,1073152,201.49684143066406,2985.36,1894.6
0.100364,0.2,52,-0.017918476166960316,0.8918363526463509,0.0006402346666666667,0.105419921875,528,20766,5270,-0.5337019772268832,17.16848357496783,1081344,13.688663482666016,2891.94,1932.6
0.22104636,0.2,52,-0.020778359663381707,0.8485609441995621,0.0006375040000000001,0.278125,532,20923,5310,-0.5330533011816442,5.115989209897816,1089536,0.6322813630104065,2789.53,1938.6
0.32173324,0.2,52,0.044008560512156694,0.2904099225997925,0.0006347733333333334,0.0677734375,536,21081,5350,-0.09001087608121452,797.4023593615741,1097728,23.87712860107422,2764.08,1948.6
0.16116148,0.2,52,-0.015595105846296064,0.8211000859737396,0.0006320426666666666,0.135302734375,540,21237,5390,-0.38558767321519555,20.25202447101474,1105920,0.9397282600402832,2625.65,1834.4
0.10248016,0.2,52,-0.018485230574879098,0.9195594862103462,0.000629312,0.121923828125,544,21394,5430,-0.21743316047359257,13.960712568648159,1114112,6.435532569885254,2531.44,1818.3
0.012159437,0.2,52,0.005914156248036306,0.8617952167987823,0.0006265813333333333,0.01181640625,548,21552,5470,-0.06878430993820076,41.15163762569428,1122304,18.822595596313477,2549.38,1832.3
0.010956073,0.2,52,0.009152898867250769,0.8805992752313614,0.0006238506666666667,0.047314453125,552,21710,5510,-0.10810642931028269,24.09355963692069,1130496,12.775181770324707,2638.81,1826.3
0.0057229213,0.2,52,-0.000988192097065621,0.38830721378326416,0.0006211200000000001,0.004345703125,556,21867,5550,-0.008062762795452727,2.253339933929965,1138688,1.2788482904434204,2638.81,1826.3
0.061791535,0.2,52,-0.0342987930518575,0.6547013223171234,0.0006183893333333334,0.3494140625,560,22025,5590,-0.4712556602433324,4.492412623763085,1146880,2.2056632041931152,2764.33,1814.3
0.046389468,0.2,52,0.023057418187090662,0.5609650015830994,0.0006156586666666667,0.217431640625,564,22183,5630,-0.5145013985224068,37.09677599538118,1155072,3.002293586730957,2777.19,1816.3
0.07102721,0.2,52,0.014885659705032594,0.8288264274597168,0.0006129279999999999,0.403466796875,568,22340,5670,-1.0553013728931546,12.194776864349842,1163264,2.714961528778076,2834.66,1810.3
0.059409805,0.2,52,-0.013724385538080242,-2.193397045135498,0.0006101973333333333,0.36982421875,572,22498,5710,-0.9111717192456126,4.129914339073002,1171456,1.7287285327911377,2915.49,1792.3
